image_id,type,condition,method,ground_truth,extracted_text,processing_time,cer,wer
printed_055_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,variasi bentuk Yang liki Iulisan tangan kompleks . lebih memi,3.0063,0.7458,1.125
printed_055_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5393,0.0,0.0
printed_056_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4336,0.0,0.0
printed_056_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tanoan memdk variasi bentuk yang lebih Komplers,2.5699,0.1356,0.375
printed_056_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5858,0.0,0.0
printed_056_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4629,0.0,0.0
printed_056_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,2.4891,0.0169,0.125
printed_056_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3406,0.0,0.0
printed_056_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3526,0.0,0.0
printed_056_normal,printed,normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.448,0.0169,0.125
printed_056_normal,printed,normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4047,0.0,0.0
printed_056_rotated,printed,rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3603,0.0,0.0
printed_056_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.2756,0.6441,0.75
printed_056_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3982,0.0,0.0
printed_057_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih,0.5052,0.1695,0.125
printed_057_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulison longen memii voriosi Dontun yong coin kompleny,2.7541,0.339,1.0
printed_057_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.4378,0.0169,0.25
printed_057_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memi kompleks. variasi bentuk yang lebih,0.4124,0.3051,0.375
printed_057_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,2.49,0.0169,0.125
printed_057_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4572,0.0,0.0
printed_057_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memi kompleks. variasi bentuk yang lebih,0.3948,0.3051,0.375
printed_057_normal,printed,normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.2846,0.0169,0.125
printed_057_normal,printed,normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4649,0.0,0.0
printed_057_rotated,printed,rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3461,0.0,0.0
printed_057_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,variasi bentuk yang lebih Tulisan tangan memiliki kompleks.,2.3975,0.6441,0.75
printed_057_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4486,0.0,0.0
printed_058_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,,0.2901,1.0,1.0
printed_058_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,,2.1549,1.0,1.0
printed_058_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memilikivariasi bentuk yang ebi kompleks,0.466,0.0678,0.5
printed_058_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3633,0.0,0.0
printed_058_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.302,0.0169,0.125
printed_058_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tanganmemiliki variasi bentuk yang lebih kompleks.,0.4396,0.0169,0.25
printed_058_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4111,0.0,0.0
printed_058_normal,printed,normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks_,2.4757,0.0169,0.125
printed_058_normal,printed,normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.5271,0.0169,0.125
printed_058_rotated,printed,rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,iki variasi bentuk yang lebih Tutisan tangan mem kompleks.,0.4807,0.661,0.75
printed_058_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,variasi bentuk yang lebih Tulisan tangan kompleks . memılıkı,2.4538,0.7627,1.0
printed_058_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4777,0.0,0.0
printed_059_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Paman Aa TEMAN eae Pa yang eet em,0.3914,0.7119,0.875
printed_059_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,,2.1745,1.0,1.0
printed_059_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tanganmemidvariasi bentuk yang lebi kompleks,0.3247,0.1356,0.625
printed_059_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3452,0.0,0.0
printed_059_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks _,2.3181,0.0339,0.25
printed_059_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memilikivariasi bentuk yang lebih kompleks.,0.3705,0.0169,0.25
printed_059_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.4476,0.0,0.0
printed_059_normal,printed,normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.5581,0.0169,0.125
printed_059_normal,printed,normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebil kompleks.,0.3693,0.0169,0.125
printed_059_rotated,printed,rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,.rulisan tangan memilki variasi bentuk yang lebih kompleks.,0.3746,0.0508,0.25
printed_059_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,variasi bentuk yang lebih Tulisan tangan kompleks memiliki,3.0906,0.7458,0.875
printed_059_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,0.371,0.0169,0.125
printed_060_blur,printed,blur,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3688,0.0,0.0
printed_060_blur,printed,blur,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,"7loan {angan 365221n Y6riab Denruk Yarg Ieden 1o5o1er,",2.8049,0.5424,1.0
printed_060_blur,printed,blur,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5901,0.0,0.0
printed_060_dark,printed,dark,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.3805,0.0,0.0
printed_060_dark,printed,dark,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.7555,0.0169,0.125
printed_060_dark,printed,dark,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5234,0.0,0.0
printed_060_normal,printed,normal,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.393,0.0,0.0
printed_060_normal,printed,normal,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks,2.5737,0.0169,0.125
printed_060_normal,printed,normal,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.7977,0.0,0.0
printed_060_rotated,printed,rotated,Tesseract,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks-,0.5571,0.0169,0.125
printed_060_rotated,printed,rotated,EasyOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,bentuk Yang Iulisan tangan kompleks _ lebih variasi memiliki,2.638,0.7458,1.0
printed_060_rotated,printed,rotated,PaddleOCR,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,Tulisan tangan memiliki variasi bentuk yang lebih kompleks.,0.5601,0.0,0.0
printed_061_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra blur vey dan gelap dapat,0.597,0.4839,0.4444
printed_061_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondiu citra scoerh blur dan gclap dapat mempengaruhi hasl,2.4304,0.1452,0.4444
printed_061_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4192,0.0,0.0
printed_061_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3951,0.0,0.0
printed_061_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4721,0.0,0.0
printed_061_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3766,0.0,0.0
printed_061_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3866,0.0,0.0
printed_061_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4403,0.0,0.0
printed_061_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.303,0.0,0.0
printed_061_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3397,0.0,0.0
printed_061_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan dapat Kondisi citra hasil. gelap seperti mempengaruhi,2.5639,0.6452,0.8889
printed_061_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3597,0.0,0.0
printed_062_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Monae cra sepert tas Gan memcerga ss Nae —,0.3236,0.5806,1.0
printed_062_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,,2.4502,1.0,1.0
printed_062_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti biur dan gelap dapal mempengaruni hasi,0.3645,0.0806,0.4444
printed_062_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.3661,0.0161,0.1111
printed_062_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4872,0.0,0.0
printed_062_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2997,0.0,0.0
printed_062_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.45,0.0161,0.1111
printed_062_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4258,0.0,0.0
printed_062_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2938,0.0,0.0
printed_062_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,(kondisi cra seperti blur dan gelap dapat mempengaruhi hasil,0.416,0.0806,0.3333
printed_062_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan mempengaruhi hasil: dapat gelap,2.332,0.4032,0.4444
printed_062_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2959,0.0,0.0
printed_063_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kon ote sepert blu dan gelap dapat mempengar ah: hast =,0.5878,0.2581,0.8889
printed_063_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,IonouoiNoenuyjC [Cid 0e0e,2.5881,0.8387,1.0
printed_063_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3441,0.0,0.0
printed_063_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3898,0.0,0.0
printed_063_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat memp 'pengaruhi hasil.,2.4308,0.0484,0.2222
printed_063_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dangelap dapat mempengaruhi hasil.,0.5013,0.0161,0.2222
printed_063_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3688,0.0,0.0
printed_063_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat memp pengaruhi hasil.,2.3555,0.0323,0.2222
printed_063_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dangelap dapat mempengaruhi hasil.,0.3519,0.0161,0.2222
printed_063_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,i atra seperti blur dan gelap dapat Kondisi ruhi hasil. mempenga',0.6293,0.4194,0.5556
printed_063_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan dapat citra gelap seperti Kondisi hasil. mempengaruhi,2.6128,0.6935,0.8889
printed_063_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4409,0.0,0.0
printed_064_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,enam ote an = tom rian tagat,0.4502,0.7742,1.0
printed_064_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,,2.3196,1.0,1.0
printed_064_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondii ditra seperti blur dan gelap dapat gseyNnriudwau,0.2846,0.2903,0.4444
printed_064_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3672,0.0,0.0
printed_064_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil .,2.317,0.0161,0.2222
printed_064_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3328,0.0,0.0
printed_064_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4624,0.0,0.0
printed_064_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.4977,0.0,0.0
printed_064_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.549,0.0,0.0
printed_064_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi tra seperti blur dan gelap dapat mempengaruhi hasil.,0.3965,0.0323,0.1111
printed_064_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan dapat citra hasil. gelap seperti ! Kondisi _ mempengaruhi,2.8736,0.7581,1.1111
printed_064_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.4026,0.0161,0.1111
printed_065_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti biur dan gelap dapat mempengaruhi hasil.,0.3916,0.0161,0.1111
printed_065_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisicitracoperi blur dan Qcieo depei ompongeruhi nesa,2.5842,0.3548,0.7778
printed_065_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3994,0.0,0.0
printed_065_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4523,0.0,0.0
printed_065_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.7012,0.0,0.0
printed_065_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.2821,0.0,0.0
printed_065_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3522,0.0,0.0
printed_065_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.7261,0.0,0.0
printed_065_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5007,0.0,0.0
printed_065_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.431,0.0,0.0
printed_065_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan dapat Kondisi citra hasil. gelap seperti mempengaruhi,2.4571,0.6452,0.8889
printed_065_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4134,0.0,0.0
printed_066_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3851,0.0,0.0
printed_066_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,"ona o? Ciera Geperei Biur Qan Qelap Qapae Dengauaa 86312,",2.8016,0.4516,1.1111
printed_066_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhihasil.,0.3677,0.0161,0.2222
printed_066_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4207,0.0,0.0
printed_066_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,2.5871,0.0,0.0
printed_066_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3845,0.0,0.0
printed_066_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4078,0.0,0.0
printed_066_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasıl,2.5837,0.0323,0.1111
printed_066_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.5077,0.0,0.0
printed_066_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,exe saperki bibir Ah gelap dapat Kondisi ci hi hasil. mempengaru!,0.4334,0.7097,1.0
printed_066_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan dapat Kondisi cibz nasper mempengaruhi gelap seperti,2.5131,0.7258,1.0
printed_066_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.4815,0.0,0.0
printed_067_blur,printed,blur,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kamen coma Sapa da agan an daa —,0.3557,0.7419,1.0
printed_067_blur,printed,blur,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,,2.3971,1.0,1.0
printed_067_blur,printed,blur,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondi citra seperti bi dan gelap dapa mempengaruhi hasl,0.2503,0.129,0.4444
printed_067_dark,printed,dark,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3956,0.0,0.0
printed_067_dark,printed,dark,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hası,2.4372,0.0484,0.1111
printed_067_dark,printed,dark,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2667,0.0161,0.1111
printed_067_normal,printed,normal,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.3095,0.0,0.0
printed_067_normal,printed,normal,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,2.4864,0.0161,0.1111
printed_067_normal,printed,normal,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,0.301,0.0,0.0
printed_067_rotated,printed,rotated,Tesseract,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat pengaruhi hasil.,0.3609,0.0484,0.1111
printed_067_rotated,printed,rotated,EasyOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,blur dan gelap dapat Kondisi cıtra hasil 'scperti mcipengaruli,2.4134,0.8226,0.8889
printed_067_rotated,printed,rotated,PaddleOCR,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil.,Kondisi citra seperti blur dan gelap dapat mempengaruhi hasil,0.2455,0.0161,0.1111
